datetime,Temperature,Precipitation,Wind Speed,Visibility,Cloud Cover,Relative Humidity,Conditions
2020-06-03 16,,,,,,,
2020-06-03 17,,,,,,,
2020-06-03 18,,,,,,,
2020-06-03 19,,,,,,,
2020-06-03 20,,,,,,,
2020-06-03 21,,,,,,,
2020-06-03 22,,,,,,,
2020-06-04 03,,,,,,,
2020-06-04 04,,,,,,,
2020-06-04 05,,,,,,,
2020-06-04 06,,,,,,,
2020-06-04 07,,,,,,,
2020-06-04 08,,,,,,,
2020-06-04 09,,,,,,,
2020-06-04 10,,,,,,,
2020-06-04 11,,,,,,,
2020-06-04 12,,,,,,,
2020-06-04 13,,,,,,,
2020-06-04 14,,,,,,,
2020-06-04 15,,,,,,,
2020-06-04 16,,,,,,,
2020-06-04 17,,,,,,,
2020-06-04 18,,,,,,,
2020-06-04 19,,,,,,,
2020-06-04 20,,,,,,,
2020-06-04 21,,,,,,,
2020-06-04 22,,,,,,,
2020-06-04 23,,,,,,,
2020-06-05 03,,,,,,,
2020-06-05 04,,,,,,,
2020-06-05 05,,,,,,,
2020-06-05 06,,,,,,,
2020-06-05 07,,,,,,,
2020-06-05 08,,,,,,,
2020-06-05 09,,,,,,,
2020-06-05 10,,,,,,,
2020-06-05 11,,,,,,,
2020-06-05 12,,,,,,,
2020-06-05 13,,,,,,,
2020-06-05 14,,,,,,,
2020-06-05 15,,,,,,,
2020-06-05 16,,,,,,,
2020-06-05 17,,,,,,,
2020-06-05 18,,,,,,,
2020-06-05 19,,,,,,,
2020-06-05 20,,,,,,,
2020-06-05 21,,,,,,,
2020-06-05 22,,,,,,,
2020-06-05 23,,,,,,,
2020-06-06 03,,,,,,,
2020-06-06 04,,,,,,,
2020-06-06 05,,,,,,,
2020-06-06 06,,,,,,,
2020-06-06 07,,,,,,,
2020-06-06 08,,,,,,,
2020-06-06 09,,,,,,,
2020-06-06 10,,,,,,,
2020-06-06 11,,,,,,,
2020-06-06 12,,,,,,,
2020-06-06 13,,,,,,,
2020-06-06 14,,,,,,,
2020-06-06 15,,,,,,,
2020-06-06 16,,,,,,,
2020-06-06 17,,,,,,,
2020-06-06 18,,,,,,,
2020-06-06 19,,,,,,,
2020-06-06 20,,,,,,,
2020-06-06 21,,,,,,,
2020-06-06 22,,,,,,,
2020-06-06 23,,,,,,,
2020-06-07 04,,,,,,,
2020-06-07 05,,,,,,,
2020-06-07 06,,,,,,,
2020-06-07 07,,,,,,,
2020-06-07 08,,,,,,,
2020-06-07 09,,,,,,,
2020-06-07 10,,,,,,,
2020-06-07 11,,,,,,,
2020-06-07 12,,,,,,,
2020-06-07 13,,,,,,,
2020-06-07 14,,,,,,,
2020-06-07 15,,,,,,,
2020-06-07 16,,,,,,,
2020-06-07 17,,,,,,,
2020-06-07 18,,,,,,,
2020-06-07 19,,,,,,,
2020-06-07 20,,,,,,,
2020-06-07 21,,,,,,,
2020-06-07 22,,,,,,,
2020-06-08 04,,,,,,,
2020-06-08 05,,,,,,,
2020-06-08 06,,,,,,,
2020-06-08 07,,,,,,,
2020-06-08 08,,,,,,,
2020-06-08 09,,,,,,,
2020-06-08 10,,,,,,,
2020-06-08 11,,,,,,,
2020-06-08 12,,,,,,,
2020-06-08 13,,,,,,,
2020-06-08 14,,,,,,,
2020-06-08 15,,,,,,,
2020-06-08 16,,,,,,,
2020-06-08 17,,,,,,,
2020-06-08 18,,,,,,,
2020-06-08 19,,,,,,,
2020-06-08 20,,,,,,,
2020-06-08 21,,,,,,,
2020-06-08 22,,,,,,,
2020-06-08 23,,,,,,,
2020-06-09 03,,,,,,,
2020-06-09 04,,,,,,,
2020-06-09 05,,,,,,,
2020-06-09 06,,,,,,,
2020-06-09 07,,,,,,,
2020-06-09 08,,,,,,,
2020-06-09 09,,,,,,,
2020-06-09 10,,,,,,,
2020-06-09 11,,,,,,,
2020-06-09 12,,,,,,,
2020-06-09 13,,,,,,,
2020-06-09 14,,,,,,,
2020-06-09 15,,,,,,,
2020-06-09 16,,,,,,,
2020-06-09 17,,,,,,,
2020-06-09 18,,,,,,,
2020-06-09 19,,,,,,,
2020-06-09 20,,,,,,,
2020-06-09 21,,,,,,,
2020-06-09 22,,,,,,,
2020-06-09 23,,,,,,,
2020-06-10 00,,,,,,,
2020-06-10 03,,,,,,,
2020-06-10 04,,,,,,,
2020-06-10 05,,,,,,,
2020-06-10 06,,,,,,,
2020-06-10 07,,,,,,,
2020-06-10 08,,,,,,,
2020-06-10 09,,,,,,,
2020-06-10 10,,,,,,,
2020-06-10 11,,,,,,,
2020-06-10 12,,,,,,,
2020-06-10 13,,,,,,,
2020-06-10 14,,,,,,,
2020-06-10 15,,,,,,,
2020-06-10 16,,,,,,,
2020-06-10 17,,,,,,,
2020-06-10 18,,,,,,,
2020-06-10 19,,,,,,,
2020-06-10 20,,,,,,,
2020-06-10 21,,,,,,,
2020-06-10 22,,,,,,,
2020-06-10 23,,,,,,,
2020-06-11 00,,,,,,,
2020-06-11 03,,,,,,,
2020-06-11 04,,,,,,,
2020-06-11 05,,,,,,,
2020-06-11 06,,,,,,,
2020-06-11 07,,,,,,,
2020-06-11 08,,,,,,,
2020-06-11 09,,,,,,,
2020-06-11 10,,,,,,,
2020-06-11 11,,,,,,,
2020-06-11 12,,,,,,,
2020-06-11 13,,,,,,,
2020-06-11 14,,,,,,,
2020-06-11 15,,,,,,,
2020-06-11 16,,,,,,,
2020-06-11 17,,,,,,,
2020-06-11 18,,,,,,,
2020-06-11 19,,,,,,,
2020-06-11 20,,,,,,,
2020-06-11 21,,,,,,,
2020-06-11 22,,,,,,,
2020-06-11 23,,,,,,,
2020-06-12 00,,,,,,,
2020-06-12 03,,,,,,,
2020-06-12 04,,,,,,,
2020-06-12 05,,,,,,,
2020-06-12 06,,,,,,,
2020-06-12 07,,,,,,,
2020-06-12 08,,,,,,,
2020-06-12 09,,,,,,,
2020-06-12 10,,,,,,,
2020-06-12 11,,,,,,,
2020-06-12 12,,,,,,,
2020-06-12 13,,,,,,,
2020-06-12 14,,,,,,,
2020-06-12 15,,,,,,,
2020-06-12 16,,,,,,,
2020-06-12 17,,,,,,,
2020-06-12 18,,,,,,,
2020-06-12 19,,,,,,,
2020-06-12 20,,,,,,,
2020-06-12 21,,,,,,,
2020-06-12 22,,,,,,,
2020-06-12 23,,,,,,,
2020-06-13 00,,,,,,,
2020-06-13 03,,,,,,,
2020-06-13 04,,,,,,,
2020-06-13 05,,,,,,,
2020-06-13 06,,,,,,,
2020-06-13 07,,,,,,,
2020-06-13 08,,,,,,,
2020-06-13 09,,,,,,,
2020-06-13 10,,,,,,,
2020-06-13 11,,,,,,,
2020-06-13 12,,,,,,,
2020-06-13 13,,,,,,,
2020-06-13 14,,,,,,,
2020-06-13 15,,,,,,,
2020-06-13 16,,,,,,,
2020-06-13 17,,,,,,,
2020-06-13 18,,,,,,,
2020-06-13 19,,,,,,,
2020-06-13 20,,,,,,,
2020-06-13 21,,,,,,,
2020-06-13 22,,,,,,,
2020-06-13 23,,,,,,,
2020-06-14 03,,,,,,,
2020-06-14 04,,,,,,,
2020-06-14 05,,,,,,,
2020-06-14 06,,,,,,,
2020-06-14 07,,,,,,,
2020-06-14 08,,,,,,,
2020-06-14 09,,,,,,,
2020-06-14 10,,,,,,,
2020-06-14 11,,,,,,,
2020-06-14 12,,,,,,,
2020-06-14 13,,,,,,,
2020-06-14 14,,,,,,,
2020-06-14 15,,,,,,,
2020-06-14 16,,,,,,,
2020-06-14 17,,,,,,,
2020-06-14 18,,,,,,,
2020-06-14 19,,,,,,,
2020-06-14 20,,,,,,,
2020-06-14 21,,,,,,,
2020-06-14 22,,,,,,,
2020-06-14 23,,,,,,,
2020-06-15 03,20.0,0.0,14.7,10.0,27.3,68.4,2.0
2020-06-15 04,20.0,0.0,16.5,10.0,26.9,68.58,2.0
2020-06-15 05,20.0,0.0,14.7,10.0,27.3,68.43,2.0
2020-06-15 06,20.0,0.0,14.7,10.0,27.3,68.43,2.0
2020-06-15 07,22.0,0.0,20.5,10.0,27.0,60.66,2.0
2020-06-15 08,23.0,0.0,27.7,10.0,27.3,53.36,2.0
2020-06-15 09,25.0,0.0,26.0,10.0,27.3,41.49,2.0
2020-06-15 10,26.0,0.0,20.5,10.0,49.8,36.68,2.0
2020-06-15 11,27.0,0.0,24.2,10.0,50.0,32.26,2.0
2020-06-15 12,28.0,0.0,26.0,10.0,27.2,28.44,2.0
2020-06-15 13,28.0,0.0,31.6,10.0,27.0,23.22,2.0
2020-06-15 14,29.0,0.0,31.7,10.0,27.2,19.01,2.0
2020-06-15 15,29.0,0.0,27.8,10.0,27.2,18.99,2.0
2020-06-15 16,29.0,0.0,35.1,10.0,0.0,19.04,0.0
2020-06-15 17,28.0,0.0,35.2,10.0,0.4,18.77,0.0
2020-06-15 18,27.0,0.0,33.5,10.0,0.4,22.91,0.0
2020-06-15 19,26.0,0.0,22.3,10.0,0.0,22.68,0.0
2020-06-15 20,25.0,0.0,13.0,10.0,0.4,27.71,0.0
2020-06-15 21,23.0,0.0,13.0,10.0,0.4,38.34,0.0
2020-06-15 22,23.0,0.0,16.5,10.0,0.0,38.3,0.0
2020-06-15 23,22.0,0.0,16.5,10.0,0.4,40.78,0.0
2020-06-16 00,21.0,0.0,13.0,10.0,0.4,43.36,0.0
2020-06-16 03,20.0,0.0,7.6,10.0,0.0,52.63,0.0
2020-06-16 04,19.9,0.0,7.6,10.0,0.0,43.06,0.0
2020-06-16 05,20.0,0.0,3.6,10.0,0.4,32.65,0.0
2020-06-16 06,21.0,0.0,5.5,10.0,0.4,32.94,0.0
2020-06-16 07,23.0,0.0,5.4,10.0,0.0,29.18,0.0
2020-06-16 08,24.0,0.0,11.1,10.0,0.4,27.43,0.0
2020-06-16 09,27.0,0.0,18.4,10.0,0.4,19.94,0.0
2020-06-16 10,28.0,0.0,13.0,10.0,0.3,20.15,0.0
2020-06-16 11,29.0,0.0,9.5,10.0,27.3,19.03,2.0
2020-06-16 12,31.0,0.0,9.4,10.0,27.3,15.81,2.0
2020-06-16 13,30.0,0.0,14.8,10.0,26.9,32.92,2.0
2020-06-16 14,31.0,0.0,16.7,10.0,29.8,29.69,2.0
2020-06-16 15,31.0,0.0,22.3,10.0,27.2,18.21,2.0
2020-06-16 16,31.0,0.0,25.8,10.0,27.4,19.55,2.0
2020-06-16 17,29.0,0.0,24.1,10.0,27.2,23.42,2.0
2020-06-16 18,27.0,0.0,16.5,10.0,27.2,47.73,2.0
2020-06-16 19,26.0,0.0,12.9,10.0,26.9,39.18,2.0
2020-06-16 20,23.0,0.0,11.1,10.0,27.0,49.97,2.0
2020-06-16 21,24.0,0.0,5.4,10.0,27.0,53.63,2.0
2020-06-16 22,23.0,0.0,5.4,10.0,26.9,53.64,2.0
2020-06-16 23,20.0,0.0,1.9,10.0,27.2,64.11,2.0
2020-06-17 00,20.0,0.0,7.5,10.0,27.2,64.16,2.0
2020-06-17 03,21.0,0.0,3.6,10.0,27.0,52.96,2.0
2020-06-17 04,21.9,0.0,5.4,10.0,26.9,53.36,2.0
2020-06-17 05,21.0,0.0,3.6,10.0,27.0,60.34,2.0
2020-06-17 06,22.0,0.0,3.7,10.0,27.0,56.53,2.0
2020-06-17 07,24.0,0.0,3.6,10.0,27.5,44.13,2.0
2020-06-17 08,25.0,0.0,11.2,10.0,27.2,27.65,2.0
2020-06-17 09,27.0,0.0,16.6,10.0,27.3,22.91,2.0
2020-06-17 10,29.0,0.0,5.4,10.0,27.4,17.8,2.0
2020-06-17 11,31.0,0.0,7.7,10.0,27.3,16.96,2.0
2020-06-17 12,30.0,0.0,11.2,10.0,27.3,23.67,2.0
2020-06-17 13,30.0,0.0,14.7,10.0,27.2,28.91,2.0
2020-06-17 14,30.0,0.0,20.6,10.0,27.2,33.03,2.0
2020-06-17 15,29.0,0.0,14.8,10.0,27.2,42.49,2.0
2020-06-17 16,28.0,0.0,18.3,10.0,27.5,45.05,2.0
2020-06-17 17,25.0,0.0,20.6,10.0,27.2,57.31,2.0
2020-06-17 18,25.0,0.0,25.9,10.0,27.3,57.37,2.0
2020-06-17 19,23.0,0.0,18.3,10.0,26.9,64.62,2.0
2020-06-17 20,22.0,0.0,12.9,10.0,27.3,68.77,2.0
2020-06-17 21,21.0,0.0,5.4,10.0,27.3,73.14,2.0
2020-06-17 22,20.0,0.0,5.4,10.0,26.9,77.74,2.0
2020-06-17 23,20.0,0.0,3.6,10.0,0.6,77.82,0.0
2020-06-18 00,20.0,0.0,0.0,10.0,0.6,82.9,0.0
2020-06-18 03,18.0,0.0,0.0,10.0,27.2,88.12,2.0
2020-06-18 04,18.0,0.0,5.4,10.0,26.9,88.21,2.0
2020-06-18 05,18.0,0.0,5.4,10.0,0.6,93.88,0.0
2020-06-18 06,19.0,0.0,1.8,10.0,0.4,88.22,0.0
2020-06-18 07,22.0,0.0,3.6,10.0,0.0,83.2,0.0
2020-06-18 08,24.0,0.0,5.4,10.0,0.4,64.98,0.0
2020-06-18 09,26.0,0.0,5.4,10.0,0.4,50.69,0.0
2020-06-18 10,27.0,0.0,7.5,10.0,1.1,44.79,0.0
2020-06-18 11,29.0,0.0,11.2,10.0,0.4,39.91,0.0
2020-06-18 12,30.0,0.0,9.4,10.0,0.4,33.02,0.0
2020-06-18 13,29.0,0.0,18.3,10.0,1.3,37.25,0.0
2020-06-18 14,31.0,0.0,13.0,10.0,50.0,29.23,2.0
2020-06-18 15,32.0,0.0,18.4,10.0,50.0,19.73,2.0
2020-06-18 16,31.0,0.0,18.4,10.0,26.9,21.02,2.0
2020-06-18 17,32.0,0.0,22.3,10.0,27.3,18.39,2.0
2020-06-18 18,31.0,0.0,16.5,10.0,27.3,25.54,2.0
2020-06-18 19,29.0,0.0,14.8,10.0,26.9,28.86,2.0
2020-06-18 20,27.0,0.0,14.8,10.0,27.3,36.93,2.0
2020-06-18 21,26.0,0.0,5.5,10.0,27.3,39.19,2.0
2020-06-18 22,24.0,0.0,11.2,10.0,26.9,50.38,2.0
2020-06-18 23,24.0,0.0,11.2,10.0,27.2,50.29,2.0
2020-06-19 03,23.0,0.0,7.6,10.0,27.2,68.99,2.0
2020-06-19 04,22.0,0.0,7.7,10.0,26.9,78.29,2.0
2020-06-19 05,22.0,0.0,7.6,10.0,27.3,73.29,2.0
2020-06-19 06,23.0,0.0,13.0,10.0,27.3,73.49,2.0
2020-06-19 07,24.0,0.0,11.2,10.0,50.1,69.46,2.0
2020-06-19 08,25.0,0.0,11.2,10.0,27.2,65.21,2.0
2020-06-19 09,27.0,0.0,13.0,10.0,27.3,54.37,2.0
2020-06-19 10,28.0,0.0,11.3,10.0,27.8,48.37,2.0
2020-06-19 11,28.1,0.0,25.6,10.0,26.9,44.8,2.0
2020-06-19 12,30.0,0.0,22.3,10.0,49.9,37.64,2.0
2020-06-19 13,30.0,0.0,25.9,10.0,50.5,35.45,2.0
2020-06-19 14,32.0,0.0,20.5,10.0,27.2,27.61,2.0
2020-06-19 15,32.0,0.0,14.8,10.0,27.2,25.86,2.0
2020-06-19 16,32.0,0.0,12.9,10.0,26.9,29.68,2.0
2020-06-19 17,27.0,0.0,29.5,10.0,27.2,57.77,2.0
2020-06-19 18,25.0,0.0,25.9,10.0,27.2,61.03,2.0
2020-06-19 19,24.0,0.0,24.2,10.0,26.9,61.05,2.0
2020-06-19 20,25.0,0.0,14.8,10.0,27.2,53.89,2.0
2020-06-19 21,23.0,0.0,25.9,10.0,49.9,69.04,2.0
2020-06-19 22,23.0,0.0,22.3,10.0,49.4,73.58,2.0
2020-06-19 23,23.0,0.0,22.3,10.0,49.9,73.51,2.0
2020-06-20 00,23.0,0.0,24.0,10.0,27.2,69.07,2.0
2020-06-20 03,22.0,0.0,20.4,10.0,27.2,73.37,2.0
2020-06-20 04,21.0,0.0,16.4,10.0,26.9,73.28,2.0
2020-06-20 05,21.0,0.0,14.6,10.0,27.5,81.84,2.0
2020-06-20 06,21.2,0.0,12.6,10.0,27.5,83.02,2.0
2020-06-20 07,23.0,0.0,25.8,10.0,0.3,64.88,0.0
2020-06-20 08,25.0,0.0,27.8,10.0,0.6,53.87,0.0
2020-06-20 09,26.0,0.0,29.5,10.0,0.4,41.72,0.0
2020-06-20 10,27.0,0.0,29.5,10.0,27.0,32.41,2.0
2020-06-20 11,25.4,0.0,29.3,10.0,0.0,40.36,0.0
2020-06-20 12,29.0,0.0,33.5,10.0,27.2,25.06,2.0
2020-06-20 13,29.0,0.0,29.5,10.0,26.9,20.48,2.0
2020-06-20 14,29.0,0.0,31.7,10.0,27.0,18.98,2.0
2020-06-20 15,29.0,0.0,29.6,10.0,27.0,16.48,2.0
2020-06-20 16,29.0,0.0,33.4,10.0,26.9,17.79,2.0
2020-06-20 17,28.0,0.0,29.5,10.0,27.0,23.09,2.0
2020-06-20 18,27.0,0.0,22.4,10.0,27.0,24.51,2.0
2020-06-20 19,26.0,0.0,20.6,10.0,0.0,29.95,0.0
2020-06-20 20,22.0,0.0,24.8,10.0,27.5,68.28,2.0
2020-06-20 21,24.0,0.0,24.2,10.0,0.4,41.29,0.0
2020-06-20 22,22.0,0.0,27.5,10.0,0.0,60.45,0.0
2020-06-20 23,22.0,0.0,25.9,10.0,0.4,60.58,0.0
2020-06-21 02,21.0,0.0,22.3,10.0,0.4,68.63,0.0
2020-06-21 03,21.0,0.0,24.1,10.0,0.0,68.63,0.0
2020-06-21 04,21.0,0.0,18.3,,0.0,64.36,0.0
2020-06-21 05,21.0,0.0,18.3,10.0,0.4,64.38,0.0
2020-06-21 06,21.0,0.0,22.3,10.0,0.6,64.38,0.0
2020-06-21 07,22.0,0.0,22.3,10.0,0.0,64.51,0.0
2020-06-21 08,24.0,0.0,27.7,10.0,0.6,53.59,0.0
2020-06-21 09,26.0,0.0,29.5,10.0,27.3,41.74,2.0
2020-06-21 10,27.0,0.0,27.7,10.0,26.9,34.66,2.0
2020-06-21 11,28.0,0.0,27.7,10.0,27.3,30.46,2.0
2020-06-21 12,29.0,0.0,33.5,10.0,27.3,26.87,2.0
2020-06-21 13,29.0,0.0,25.9,10.0,26.9,26.93,2.0
2020-06-21 14,30.0,0.0,31.7,10.0,27.3,29.01,2.0
2020-06-21 15,29.0,0.0,29.6,10.0,27.3,30.74,2.0
2020-06-21 16,30.0,0.0,29.5,10.0,26.9,27.18,2.0
2020-06-21 17,29.0,0.0,33.5,10.0,27.2,30.73,2.0
2020-06-21 18,28.0,0.0,27.8,10.0,27.2,32.6,2.0
2020-06-21 19,27.0,0.0,29.5,10.0,26.9,30.25,2.0
2020-06-21 20,25.0,0.0,27.7,10.0,27.3,41.57,2.0
2020-06-21 21,24.0,0.0,22.4,10.0,27.3,50.29,2.0
2020-06-21 22,23.0,0.0,29.5,10.0,27.3,56.97,2.0
2020-06-21 23,23.0,0.0,31.6,10.0,27.2,50.0,2.0
2020-06-22 00,22.0,0.0,35.2,10.0,27.2,56.68,2.0
2020-06-22 03,22.0,0.0,22.4,10.0,27.3,60.47,2.0
2020-06-22 04,22.0,0.0,22.3,,0.0,64.66,0.0
2020-06-22 05,22.0,0.0,20.5,10.0,27.2,64.55,2.0
2020-06-22 06,22.0,0.0,18.4,10.0,27.3,64.57,2.0
2020-06-22 07,23.0,0.0,25.8,10.0,27.5,60.89,2.0
2020-06-22 08,24.0,0.0,27.7,10.0,27.3,57.17,2.0
2020-06-22 09,26.0,0.0,27.7,10.0,27.3,44.6,2.0
2020-06-22 10,27.0,0.0,25.9,10.0,27.6,39.49,2.0
2020-06-22 11,29.0,0.0,25.9,10.0,27.3,32.82,2.0
2020-06-22 12,29.0,0.0,27.7,10.0,50.0,32.8,2.0
2020-06-22 13,30.0,0.0,24.2,10.0,50.0,27.2,2.0
2020-06-22 14,31.0,0.0,24.1,10.0,27.3,23.96,2.0
2020-06-22 15,30.0,0.0,22.4,10.0,27.3,25.35,2.0
2020-06-22 16,29.0,0.0,27.7,10.0,27.4,26.89,2.0
2020-06-22 17,29.0,0.0,27.7,10.0,27.2,30.72,2.0
2020-06-22 18,28.0,0.0,24.1,10.0,27.2,34.76,2.0
2020-06-22 19,27.0,0.0,22.3,10.0,27.2,36.91,2.0
2020-06-22 20,25.0,0.0,27.7,10.0,27.2,47.37,2.0
2020-06-22 21,23.0,0.0,22.4,10.0,27.2,56.97,2.0
2020-06-22 22,23.0,0.0,18.3,10.0,26.9,60.86,2.0
2020-06-22 23,22.0,0.0,20.6,10.0,27.2,64.55,2.0
2020-06-23 00,22.0,0.0,13.0,10.0,27.2,64.57,2.0
2020-06-23 03,21.0,0.0,16.5,10.0,27.2,73.17,2.0
2020-06-23 04,21.0,0.0,12.9,10.0,26.9,73.28,2.0
2020-06-23 05,21.0,0.0,9.4,10.0,0.4,73.17,0.0
2020-06-23 06,21.0,0.0,14.4,10.0,27.5,85.33,2.0
2020-06-23 07,23.0,0.0,11.2,10.0,10.0,61.62,0.0
2020-06-23 08,24.0,0.0,9.4,10.0,27.2,57.17,2.0
2020-06-23 09,26.0,0.0,9.4,10.0,27.2,47.55,2.0
2020-06-23 10,28.0,0.0,11.2,10.0,27.0,37.14,2.0
2020-06-23 11,30.0,0.0,9.4,10.0,27.2,29.01,2.0
2020-06-23 12,31.0,0.0,13.0,10.0,27.2,27.34,2.0
2020-06-23 13,30.0,0.0,16.6,10.0,27.2,37.6,2.0
2020-06-23 14,31.0,0.0,27.7,10.0,27.2,23.9,2.0
2020-06-23 15,30.0,0.0,22.3,10.0,27.2,32.99,2.0
2020-06-23 16,28.0,0.0,14.8,10.0,0.4,54.43,0.0
2020-06-23 17,27.0,0.0,20.5,10.0,27.2,44.75,2.0
2020-06-23 18,27.0,0.0,18.4,10.0,27.0,44.76,2.0
2020-06-23 19,25.0,0.0,16.5,10.0,27.0,53.71,2.0
2020-06-23 20,23.0,0.0,7.6,10.0,27.0,56.78,2.0
2020-06-23 21,23.0,0.0,5.4,10.0,27.0,56.84,2.0
2020-06-23 22,22.0,0.0,1.8,10.0,27.0,60.44,2.0
2020-06-23 23,22.0,0.0,3.6,10.0,27.0,68.75,2.0
2020-06-24 03,18.0,0.0,0.0,10.0,0.0,72.63,0.0
2020-06-24 04,19.0,0.0,0.0,10.0,0.0,72.79,0.0
2020-06-24 05,19.0,0.0,0.0,10.0,0.0,72.81,0.0
2020-06-24 06,19.0,0.0,1.8,10.0,0.0,72.79,0.0
2020-06-24 07,24.0,0.0,3.6,10.0,0.4,53.63,0.0
2020-06-24 08,27.0,0.0,1.8,10.0,0.3,39.35,0.0
2020-06-24 09,28.0,0.0,5.4,10.0,0.0,39.5,0.0
2020-06-24 10,30.0,0.0,5.5,10.0,0.8,33.11,0.0
2020-06-24 11,31.0,0.0,7.6,10.0,0.0,20.79,0.0
2020-06-24 12,32.0,0.0,11.2,10.0,0.0,17.1,0.0
2020-06-24 13,33.0,0.0,16.5,10.0,26.9,17.47,2.0
2020-06-24 16,32.0,0.0,22.3,10.0,0.0,24.27,0.0
2020-06-24 17,27.0,0.0,16.6,10.0,0.0,73.23,0.0
2020-06-24 18,30.0,0.0,16.6,10.0,0.0,33.05,0.0
2020-06-24 19,29.0,0.0,14.8,10.0,0.0,35.19,0.0
2020-06-24 20,27.0,0.0,18.4,10.0,0.0,36.89,0.0
2020-06-24 21,26.0,0.0,16.5,10.0,27.0,44.62,2.0
2020-06-24 22,25.0,0.0,13.0,10.0,0.0,51.58,0.0
2020-06-24 23,24.0,0.0,16.3,10.0,29.4,61.01,2.0
2020-06-25 00,24.0,0.0,11.1,10.0,29.8,65.09,2.0
2020-06-25 03,24.0,0.0,7.7,10.0,29.8,69.33,2.0
2020-06-25 04,23.0,0.0,9.4,10.0,28.8,73.5,2.0
2020-06-25 05,23.0,0.0,9.4,10.0,29.8,69.27,2.0
2020-06-25 06,24.0,0.0,11.2,10.0,29.8,65.3,2.0
2020-06-25 07,26.0,0.0,14.7,10.0,28.8,54.87,2.0
2020-06-25 08,28.0,0.0,14.8,10.0,27.0,37.17,2.0
2020-06-25 09,30.0,0.0,14.8,10.0,27.0,37.62,2.0
2020-06-25 10,32.0,0.0,12.9,10.0,27.0,27.69,2.0
2020-06-25 11,33.0,0.0,16.5,10.0,0.0,26.0,0.0
2020-06-25 12,31.0,0.0,20.5,10.0,0.0,40.17,0.0
2020-06-25 13,31.0,0.0,22.3,10.0,0.3,35.77,0.0
2020-06-25 14,31.0,0.0,24.2,10.0,0.0,37.82,0.0
2020-06-25 15,31.0,0.0,24.2,10.0,0.0,35.45,0.0
2020-06-25 16,31.0,0.0,22.4,10.0,0.0,31.44,0.0
2020-06-25 17,31.0,0.0,24.2,10.0,0.4,31.18,0.0
2020-06-25 18,29.0,0.0,22.4,10.0,0.4,37.31,0.0
2020-06-25 19,28.0,0.0,20.6,10.0,0.0,39.91,0.0
2020-06-25 20,27.0,0.0,18.4,10.0,0.0,41.99,0.0
2020-06-25 21,26.0,0.0,18.4,10.0,0.0,47.5,0.0
2020-06-25 22,26.0,0.0,14.7,10.0,0.0,54.35,0.0
2020-06-25 23,25.0,0.0,13.0,10.0,0.0,61.14,0.0
2020-06-26 00,25.0,0.0,11.1,10.0,0.0,65.16,0.0
2020-06-26 03,24.0,0.0,11.1,10.0,0.0,73.68,0.0
2020-06-26 04,24.0,0.0,11.2,10.0,0.0,69.47,0.0
2020-06-26 05,24.0,0.0,7.5,10.0,0.4,65.04,0.0
2020-06-26 06,20.7,0.0,6.7,10.0,27.5,89.56,2.0
2020-06-26 07,26.0,0.0,5.5,10.0,0.3,57.93,0.0
2020-06-26 08,27.0,0.0,7.5,10.0,0.6,47.84,0.0
2020-06-26 09,29.0,0.0,9.3,10.0,27.3,42.52,2.0
2020-06-26 10,30.0,0.0,11.2,10.0,27.0,40.39,2.0
2020-06-26 11,31.0,0.0,12.9,10.0,27.2,40.36,2.0
2020-06-26 12,32.0,0.0,13.0,10.0,27.2,38.16,2.0
2020-06-26 13,33.0,0.0,13.0,10.0,27.4,34.08,2.0
2020-06-26 14,34.0,0.0,11.2,10.0,27.0,28.12,2.0
2020-06-26 15,34.0,0.0,11.2,10.0,27.0,32.01,2.0
2020-06-26 16,34.0,0.0,13.0,10.0,0.0,32.25,0.0
2020-06-26 17,33.0,0.0,14.8,10.0,0.0,33.91,0.0
2020-06-26 18,32.0,0.0,13.0,10.0,0.0,35.91,0.0
2020-06-26 19,27.0,0.0,18.0,10.0,0.0,69.54,0.0
2020-06-26 20,27.0,0.0,9.4,10.0,0.0,57.97,0.0
2020-06-26 21,26.0,0.0,11.1,10.0,0.0,61.52,0.0
2020-06-26 22,25.0,0.0,11.2,10.0,0.0,69.53,0.0
2020-06-26 23,25.0,0.0,12.9,10.0,0.0,69.47,0.0
2020-06-27 00,25.0,0.0,12.9,10.0,0.0,69.45,0.0
2020-06-27 03,23.0,0.0,3.7,10.0,27.2,83.22,2.0
2020-06-27 04,23.0,0.0,3.6,10.0,26.9,83.4,2.0
2020-06-27 05,24.0,0.0,9.4,10.0,27.2,73.71,2.0
2020-06-27 06,24.0,0.0,9.3,10.0,27.2,78.41,2.0
2020-06-27 07,24.0,0.0,5.5,10.0,49.4,78.58,2.0
2020-06-27 08,26.0,0.0,5.4,10.0,27.3,65.38,2.0
2020-06-27 09,29.0,0.0,3.6,10.0,27.3,51.48,2.0
2020-06-27 10,30.0,0.0,5.4,10.0,27.6,45.83,2.0
2020-06-27 11,33.0,0.0,9.4,10.0,27.3,33.91,2.0
2020-06-27 12,27.8,0.0,25.0,10.0,80.3,56.46,1.0
2020-06-27 13,30.0,0.0,24.1,10.0,27.0,48.72,2.0
2020-06-27 14,29.0,0.0,24.1,10.0,27.3,54.79,2.0
2020-06-27 15,29.0,0.0,27.7,10.0,27.3,54.81,2.0
