datetime,Temperature,Precipitation,Wind Speed,Visibility,Cloud Cover,Relative Humidity,Conditions
2020-04-14 08,19.0,0.0,7.5,10.0,27.0,68.27,2.0
2020-04-14 09,20.0,0.0,7.5,10.0,27.2,64.14,2.0
2020-04-14 10,21.0,0.0,16.6,10.0,26.9,60.38,2.0
2020-04-14 11,24.0,0.0,16.6,10.0,27.3,53.63,2.0
2020-04-14 12,24.0,0.0,27.8,10.0,27.3,53.63,2.0
2020-04-14 13,23.0,0.0,31.6,10.0,26.9,56.91,2.0
2020-04-14 14,20.4,0.0,24.8,10.0,44.5,61.88,2.0
2020-04-14 15,23.0,0.0,31.7,10.0,27.3,56.9,2.0
2020-04-14 16,22.0,0.0,24.0,10.0,26.9,60.51,2.0
2020-04-14 17,22.0,0.0,22.4,10.0,27.3,60.53,2.0
2020-04-15 05,16.0,0.0,3.6,8.0,0.6,82.45,0.0
2020-04-15 06,16.0,0.0,0.0,10.0,88.7,82.41,1.0
2020-04-15 07,15.9,0.0,5.4,10.0,87.8,88.22,1.0
2020-04-15 08,17.0,0.0,5.4,8.0,50.0,82.54,2.0
2020-04-15 09,19.0,0.0,3.6,8.0,50.0,72.79,2.0
2020-04-15 10,19.0,0.0,11.1,8.0,49.4,77.63,2.0
2020-04-15 11,21.0,0.0,13.0,10.0,49.9,68.55,2.0
2020-04-15 12,20.0,0.0,14.8,10.0,27.2,64.04,2.0
2020-04-15 13,20.0,0.0,14.8,10.0,26.9,64.08,2.0
2020-04-15 14,20.0,0.0,16.6,10.0,27.2,60.04,2.0
2020-04-15 15,20.0,0.0,14.8,10.0,27.2,60.04,2.0
2020-04-15 16,19.0,0.0,16.6,10.0,26.9,63.81,2.0
2020-04-15 17,18.0,0.0,16.6,10.0,27.2,63.62,2.0
2020-04-16 05,16.0,0.0,11.1,10.0,27.3,82.41,2.0
2020-04-16 06,15.0,0.0,5.4,10.0,27.3,72.11,2.0
2020-04-16 07,16.0,0.0,3.6,10.0,26.9,77.39,2.0
2020-04-16 08,18.0,0.0,3.6,10.0,27.2,68.02,2.0
2020-04-16 09,19.0,0.0,9.3,10.0,27.0,63.92,2.0
2020-04-16 10,20.0,0.0,5.5,10.0,27.0,60.13,2.0
2020-04-16 11,23.0,0.0,7.6,10.0,27.0,56.94,2.0
2020-04-16 12,22.0,0.0,12.9,10.0,27.2,60.42,2.0
2020-04-16 13,23.0,0.0,18.3,10.0,26.9,60.76,2.0
2020-04-16 14,22.9,0.0,8.4,10.0,32.5,56.05,2.0
2020-04-16 15,22.1,0.0,14.0,10.0,32.5,55.86,2.0
2020-04-16 16,22.0,0.0,24.1,10.0,26.9,64.68,2.0
2020-04-16 17,21.0,0.0,16.5,10.0,27.2,68.48,2.0
2020-04-17 05,16.0,0.0,3.6,10.0,27.2,93.76,2.0
2020-04-17 06,16.0,0.0,7.6,10.0,27.2,93.79,2.0
2020-04-17 07,17.0,0.2,5.5,10.0,26.9,93.91,5.0
2020-04-17 08,19.0,0.0,11.2,10.0,27.2,82.78,2.0
2020-04-17 09,21.0,0.0,9.3,10.0,0.4,73.17,0.0
2020-04-17 10,23.0,0.0,7.7,10.0,0.0,69.1,0.0
2020-04-17 11,24.0,0.0,11.2,10.0,0.0,64.91,0.0
2020-04-17 12,25.0,0.0,16.5,10.0,0.0,61.1,0.0
2020-04-22 15,20.0,0.0,14.8,10.0,36.1,52.42,2.0
2020-04-22 16,21.0,0.0,14.7,10.0,35.6,49.72,2.0
2020-04-22 17,20.0,0.0,11.2,10.0,36.0,56.05,2.0
2020-04-23 05,15.0,0.0,7.6,8.0,50.0,82.26,2.0
2020-04-23 06,15.0,0.0,12.9,8.0,50.0,82.26,2.0
2020-04-23 07,16.0,0.0,14.6,8.0,49.4,77.39,2.0
2020-04-23 08,17.0,0.0,14.8,8.0,50.0,72.43,2.0
2020-04-23 09,18.0,0.0,16.6,8.0,50.0,68.05,2.0
2020-04-23 10,20.0,0.0,20.5,10.0,87.8,60.23,1.0
2020-04-23 11,19.0,0.0,14.8,10.0,50.0,63.87,2.0
2020-04-23 12,21.0,0.0,18.4,10.0,50.0,56.43,2.0
2020-04-23 13,20.0,0.0,18.3,10.0,49.4,56.28,2.0
2020-04-23 14,21.0,0.0,16.6,10.0,50.0,52.8,2.0
2020-04-23 15,21.0,0.0,24.1,10.0,50.0,49.45,2.0
2020-04-23 16,21.0,0.0,24.0,10.0,26.9,49.64,2.0
2020-04-23 17,20.0,0.0,24.1,10.0,27.3,49.18,2.0
2020-04-24 05,13.0,0.0,3.6,10.0,27.2,87.68,2.0
2020-04-24 06,14.0,0.0,3.6,10.0,50.0,87.78,2.0
2020-04-24 07,15.0,0.0,3.6,10.0,35.6,87.97,2.0
2020-04-24 08,16.0,0.0,3.6,10.0,36.1,82.45,2.0
2020-04-24 09,17.0,0.0,5.4,10.0,50.0,77.34,2.0
2020-04-24 10,18.6,0.0,5.4,10.0,76.9,69.38,1.0
2020-04-24 11,20.0,0.0,3.6,10.0,50.0,64.14,2.0
2020-04-24 12,20.0,0.0,0.0,10.0,50.0,64.11,2.0
2020-04-24 13,20.0,0.0,9.3,10.0,49.4,60.11,2.0
2020-04-24 14,20.0,0.0,7.5,10.0,50.0,64.11,2.0
2020-04-24 15,20.9,0.0,11.2,10.0,50.0,60.35,2.0
2020-04-24 16,21.0,0.0,11.1,10.0,49.4,60.33,2.0
2020-04-24 17,20.0,0.0,11.2,10.0,50.0,64.07,2.0
2020-04-24 18,19.0,0.0,9.4,10.0,50.0,63.85,2.0
2020-04-24 20,16.0,0.0,7.6,10.0,27.2,82.38,2.0
2020-04-24 21,15.0,0.0,7.6,10.0,27.2,87.84,2.0
2020-04-25 05,14.0,0.0,5.4,10.0,27.2,93.7,2.0
2020-04-25 06,15.0,0.0,5.4,10.0,27.2,87.87,2.0
2020-04-25 07,16.0,0.0,5.5,10.0,26.9,88.06,2.0
2020-04-25 08,17.0,0.0,12.9,10.0,27.2,88.05,2.0
2020-04-25 09,19.0,0.0,11.2,10.0,27.2,77.61,2.0
2020-04-25 10,21.0,0.0,7.6,10.0,26.9,68.73,2.0
2020-04-25 11,22.0,0.0,11.2,10.0,27.3,68.83,2.0
2020-04-25 12,22.0,0.0,13.0,10.0,27.2,68.77,2.0
2020-04-25 13,22.0,0.0,18.3,10.0,26.9,68.79,2.0
2020-04-25 14,23.0,0.0,18.3,10.0,27.2,64.67,2.0
2020-04-25 15,22.1,0.0,17.2,10.0,27.5,69.28,2.0
2020-04-25 16,23.0,0.0,11.2,10.0,26.9,64.96,2.0
2020-04-25 17,21.0,0.0,14.7,10.0,27.2,73.09,2.0
2020-04-25 18,20.0,0.0,14.7,10.0,49.9,82.81,2.0
2020-04-26 05,17.0,0.0,3.6,8.0,27.3,82.54,2.0
2020-04-26 06,17.0,0.0,7.6,8.0,27.2,88.01,2.0
2020-04-26 07,17.0,0.2,5.4,10.0,26.9,93.89,5.0
2020-04-26 08,17.0,0.0,5.0,8.0,32.5,93.84,2.0
2020-04-26 09,20.0,0.0,3.6,10.0,36.1,77.82,2.0
2020-04-26 10,22.0,0.0,9.3,10.0,35.6,68.9,2.0
2020-04-26 11,21.0,0.0,14.7,10.0,50.0,73.14,2.0
2020-04-26 12,22.0,0.0,5.4,10.0,50.0,64.53,2.0
2020-04-26 13,23.0,0.0,9.3,10.0,49.4,60.87,2.0
2020-04-26 14,19.0,0.0,11.1,10.0,50.0,82.69,2.0
2020-04-26 15,19.0,0.0,3.7,10.0,88.9,82.75,1.0
2020-04-26 16,19.0,0.2,0.1,10.0,87.8,82.85,4.0
2020-04-26 17,19.0,0.0,5.4,10.0,50.0,82.72,2.0
2020-04-26 18,19.0,0.0,0.1,10.0,50.0,82.75,2.0
2020-04-27 05,15.0,0.0,0.0,8.0,50.0,93.71,2.0
2020-04-27 06,16.0,0.0,3.6,10.0,50.0,87.93,2.0
2020-04-27 07,18.0,0.0,7.5,10.0,26.9,82.82,2.0
2020-04-27 08,20.0,0.0,5.5,10.0,27.2,72.99,2.0
2020-04-27 09,21.0,0.0,9.4,10.0,50.0,64.35,2.0
2020-04-27 10,21.0,0.2,11.1,10.0,49.4,64.46,5.0
2020-04-27 11,22.0,0.0,9.4,10.0,50.0,60.49,2.0
2020-04-27 12,22.0,0.0,7.6,10.0,50.0,60.47,2.0
2020-04-27 13,23.0,0.0,3.6,10.0,49.4,60.86,2.0
2020-04-27 14,24.0,0.0,5.5,10.0,50.0,57.15,2.0
2020-04-27 15,24.0,0.0,18.3,10.0,50.0,60.86,2.0
2020-04-27 16,21.0,0.0,22.2,10.0,49.4,68.72,2.0
2020-04-27 17,20.0,0.0,18.3,10.0,49.9,72.89,2.0
2020-04-27 18,19.0,0.0,14.7,10.0,49.9,77.56,2.0
2020-04-28 05,16.0,0.0,5.4,10.0,27.3,93.79,2.0
2020-04-28 06,17.0,0.0,7.5,10.0,27.2,88.04,2.0
2020-04-28 07,18.0,0.0,11.1,10.0,26.9,82.81,2.0
2020-04-28 08,20.0,0.0,16.6,10.0,27.3,77.79,2.0
2020-04-28 09,22.0,0.0,20.5,10.0,27.3,60.53,2.0
2020-04-28 10,21.0,0.0,20.5,10.0,49.7,56.52,2.0
2020-04-28 11,19.0,0.0,9.4,10.0,50.2,72.81,2.0
2020-04-28 12,22.0,0.0,7.6,10.0,50.2,60.53,2.0
2020-04-28 13,25.0,0.0,7.5,10.0,27.0,53.81,2.0
2020-04-28 14,26.0,0.0,24.1,10.0,27.3,44.57,2.0
2020-04-28 15,25.0,0.0,16.6,10.0,50.0,53.79,2.0
2020-04-28 16,24.5,0.0,11.2,10.0,78.6,53.78,1.0
2020-04-28 17,23.0,0.0,13.0,10.0,27.3,60.72,2.0
2020-04-28 18,20.0,0.0,18.3,10.0,36.1,72.86,2.0
2020-04-29 05,16.0,0.0,5.4,,0.0,93.79,0.0
2020-04-29 06,14.4,0.0,9.0,10.0,50.0,93.72,2.0
2020-04-29 07,15.0,6.0,5.4,10.0,49.7,93.76,5.0
2020-04-29 08,16.0,0.0,3.6,8.0,50.0,93.76,2.0
2020-04-29 09,16.0,0.0,5.5,10.0,27.3,93.76,2.0
2020-04-29 10,19.0,1.0,11.1,10.0,27.0,77.72,5.0
2020-04-29 11,19.0,0.0,14.8,10.0,50.0,72.68,2.0
2020-04-29 12,21.0,0.0,11.2,10.0,49.9,64.17,2.0
2020-04-29 13,23.0,0.0,16.5,10.0,49.7,50.08,2.0
2020-04-29 14,22.0,0.0,18.4,10.0,49.9,49.66,2.0
2020-04-29 15,22.0,0.0,16.6,10.0,49.9,46.41,2.0
2020-04-29 16,24.0,0.2,14.7,10.0,27.0,44.13,5.0
2020-04-29 17,24.0,0.0,14.8,10.0,27.2,43.98,2.0
2020-04-29 18,22.0,0.0,20.5,10.0,27.2,40.62,2.0
2020-04-29 21,17.0,0.0,3.6,10.0,27.2,63.49,2.0
2020-04-30 04,,,,,,,
2020-04-30 05,,,,,,,
2020-04-30 06,,,,,,,
2020-04-30 07,,,,,,,
2020-04-30 08,,,,,,,
2020-04-30 09,,,,,,,
2020-04-30 10,,,,,,,
2020-04-30 11,,,,,,,
2020-04-30 12,,,,,,,
2020-04-30 13,,,,,,,
2020-04-30 14,,,,,,,
2020-04-30 15,,,,,,,
2020-04-30 16,,,,,,,
2020-04-30 17,,,,,,,
2020-04-30 18,,,,,,,
2020-05-01 05,,,,,,,
2020-05-01 06,,,,,,,
2020-05-01 07,,,,,,,
2020-05-01 08,,,,,,,
2020-05-01 09,,,,,,,
2020-05-01 10,,,,,,,
2020-05-01 11,,,,,,,
2020-05-01 12,,,,,,,
2020-05-01 13,,,,,,,
2020-05-01 14,,,,,,,
2020-05-01 15,,,,,,,
2020-05-01 16,,,,,,,
2020-05-01 17,,,,,,,
2020-05-01 18,,,,,,,
2020-05-02 04,,,,,,,
2020-05-02 05,,,,,,,
2020-05-02 06,,,,,,,
2020-05-02 07,,,,,,,
2020-05-02 08,,,,,,,
2020-05-02 09,,,,,,,
2020-05-02 10,,,,,,,
2020-05-02 11,,,,,,,
2020-05-02 12,,,,,,,
2020-05-02 13,,,,,,,
2020-05-02 14,,,,,,,
2020-05-02 15,,,,,,,
2020-05-02 16,,,,,,,
2020-05-02 17,,,,,,,
2020-05-02 18,,,,,,,
2020-05-03 05,,,,,,,
2020-05-03 06,,,,,,,
2020-05-03 07,,,,,,,
2020-05-03 08,,,,,,,
2020-05-03 09,,,,,,,
2020-05-03 10,,,,,,,
2020-05-03 11,,,,,,,
2020-05-03 12,,,,,,,
2020-05-03 13,,,,,,,
2020-05-03 14,,,,,,,
2020-05-03 15,,,,,,,
2020-05-03 16,,,,,,,
2020-05-03 17,,,,,,,
2020-05-03 18,,,,,,,
2020-05-04 05,,,,,,,
2020-05-04 06,,,,,,,
2020-05-04 07,,,,,,,
2020-05-04 08,,,,,,,
2020-05-05 14,,,,,,,
2020-05-05 15,,,,,,,
2020-05-05 16,,,,,,,
2020-05-05 17,,,,,,,
2020-05-05 18,,,,,,,
2020-05-06 04,,,,,,,
2020-05-06 05,,,,,,,
2020-05-06 06,,,,,,,
2020-05-06 07,,,,,,,
2020-05-06 08,,,,,,,
2020-05-06 09,,,,,,,
2020-05-06 10,,,,,,,
2020-05-06 11,,,,,,,
2020-05-06 12,,,,,,,
2020-05-06 13,,,,,,,
2020-05-06 14,,,,,,,
2020-05-06 15,,,,,,,
2020-05-06 16,,,,,,,
2020-05-06 17,,,,,,,
2020-05-06 18,,,,,,,
2020-05-07 05,,,,,,,
2020-05-07 06,,,,,,,
2020-05-07 07,,,,,,,
2020-05-07 08,,,,,,,
2020-05-07 09,,,,,,,
2020-05-07 10,,,,,,,
2020-05-07 11,,,,,,,
2020-05-07 12,,,,,,,
2020-05-07 13,,,,,,,
2020-05-07 14,,,,,,,
2020-05-07 15,,,,,,,
2020-05-07 16,,,,,,,
2020-05-07 17,,,,,,,
2020-05-07 18,,,,,,,
2020-05-07 20,,,,,,,
2020-05-08 04,,,,,,,
2020-05-08 05,,,,,,,
2020-05-08 06,,,,,,,
2020-05-08 07,,,,,,,
2020-05-08 08,,,,,,,
2020-05-08 09,,,,,,,
2020-05-08 10,,,,,,,
2020-05-08 11,,,,,,,
2020-05-08 12,,,,,,,
2020-05-08 13,,,,,,,
2020-05-08 14,,,,,,,
2020-05-08 15,,,,,,,
2020-05-08 16,,,,,,,
2020-05-08 17,,,,,,,
2020-05-08 18,,,,,,,
2020-05-08 21,,,,,,,
2020-05-08 22,,,,,,,
2020-05-09 04,,,,,,,
2020-05-09 05,,,,,,,
2020-05-09 06,,,,,,,
2020-05-09 07,,,,,,,
2020-05-09 08,,,,,,,
2020-05-09 09,,,,,,,
2020-05-09 10,,,,,,,
2020-05-09 11,,,,,,,
2020-05-09 12,,,,,,,
2020-05-09 13,,,,,,,
2020-05-09 14,,,,,,,
2020-05-09 15,,,,,,,
2020-05-09 16,,,,,,,
2020-05-09 17,,,,,,,
2020-05-09 18,,,,,,,
2020-05-09 21,,,,,,,
2020-05-10 05,,,,,,,
2020-05-10 06,,,,,,,
2020-05-10 07,,,,,,,
2020-05-10 08,,,,,,,
2020-05-10 09,,,,,,,
2020-05-10 10,,,,,,,
2020-05-10 11,,,,,,,
2020-05-10 12,,,,,,,
2020-05-10 13,,,,,,,
2020-05-10 14,,,,,,,
2020-05-10 15,,,,,,,
2020-05-10 16,,,,,,,
2020-05-10 17,,,,,,,
2020-05-10 18,,,,,,,
2020-05-10 20,,,,,,,
2020-05-10 21,,,,,,,
2020-05-11 04,,,,,,,
2020-05-11 05,,,,,,,
2020-05-11 06,,,,,,,
2020-05-11 07,,,,,,,
2020-05-11 08,,,,,,,
2020-05-11 09,,,,,,,
2020-05-11 10,,,,,,,
2020-05-11 11,,,,,,,
2020-05-11 12,,,,,,,
2020-05-11 13,,,,,,,
2020-05-11 14,,,,,,,
2020-05-11 15,,,,,,,
2020-05-11 16,,,,,,,
2020-05-11 17,,,,,,,
2020-05-11 18,,,,,,,
2020-05-11 22,,,,,,,
2020-05-12 05,,,,,,,
2020-05-12 06,,,,,,,
2020-05-12 07,,,,,,,
2020-05-12 08,,,,,,,
2020-05-12 09,,,,,,,
2020-05-12 10,,,,,,,
2020-05-12 11,,,,,,,
2020-05-12 12,,,,,,,
2020-05-12 13,,,,,,,
2020-05-12 14,,,,,,,
2020-05-12 15,,,,,,,
2020-05-12 16,,,,,,,
2020-05-12 17,,,,,,,
2020-05-12 18,,,,,,,
2020-05-12 23,,,,,,,
2020-05-13 04,,,,,,,
2020-05-13 05,,,,,,,
2020-05-13 06,,,,,,,
2020-05-13 07,,,,,,,
2020-05-13 08,,,,,,,
2020-05-13 09,,,,,,,
2020-05-13 10,,,,,,,
2020-05-13 11,,,,,,,
2020-05-13 12,,,,,,,
2020-05-13 13,,,,,,,
2020-05-13 14,,,,,,,
2020-05-13 15,,,,,,,
2020-05-13 16,,,,,,,
2020-05-13 17,,,,,,,
2020-05-13 18,,,,,,,
2020-05-14 04,,,,,,,
2020-05-14 05,,,,,,,
2020-05-14 06,,,,,,,
2020-05-14 07,,,,,,,
2020-05-14 08,,,,,,,
2020-05-14 09,,,,,,,
2020-05-14 10,,,,,,,
2020-05-14 11,,,,,,,
2020-05-14 12,,,,,,,
2020-05-14 13,,,,,,,
2020-05-14 14,,,,,,,
2020-05-14 15,,,,,,,
2020-05-14 16,,,,,,,
2020-05-14 17,,,,,,,
2020-05-14 18,,,,,,,
2020-05-14 20,,,,,,,
2020-05-14 21,,,,,,,
2020-05-14 22,,,,,,,
2020-05-15 04,,,,,,,
2020-05-15 05,,,,,,,
2020-05-15 06,,,,,,,
2020-05-15 07,,,,,,,
2020-05-15 08,,,,,,,
2020-05-15 09,,,,,,,
2020-05-15 10,,,,,,,
2020-05-15 11,,,,,,,
2020-05-15 12,,,,,,,
2020-05-18 11,,,,,,,
2020-05-18 12,,,,,,,
2020-05-18 13,,,,,,,
2020-05-18 14,,,,,,,
2020-05-18 15,,,,,,,
2020-05-18 16,,,,,,,
2020-05-18 17,,,,,,,
2020-05-18 18,,,,,,,
2020-05-18 21,,,,,,,
2020-05-18 22,,,,,,,
2020-05-19 04,,,,,,,
2020-05-19 05,,,,,,,
2020-05-19 06,,,,,,,
2020-05-19 07,,,,,,,
2020-05-19 08,,,,,,,
2020-05-19 09,,,,,,,
2020-05-19 10,,,,,,,
2020-05-19 11,,,,,,,
2020-05-19 12,,,,,,,
2020-05-19 13,,,,,,,
2020-05-19 14,,,,,,,
2020-05-19 15,,,,,,,
2020-05-19 16,,,,,,,
2020-05-19 17,,,,,,,
2020-05-19 18,,,,,,,
2020-05-19 20,,,,,,,
2020-05-19 21,,,,,,,
2020-05-19 22,,,,,,,
2020-05-19 23,,,,,,,
2020-05-20 04,,,,,,,
2020-05-20 05,,,,,,,
2020-05-20 06,,,,,,,
2020-05-20 07,,,,,,,
2020-05-20 08,,,,,,,
2020-05-20 09,,,,,,,
2020-05-20 10,,,,,,,
2020-05-20 11,,,,,,,
2020-05-20 12,,,,,,,
2020-05-20 13,,,,,,,
2020-05-20 14,,,,,,,
2020-05-20 15,,,,,,,
2020-05-20 16,,,,,,,
2020-05-20 17,,,,,,,
2020-05-20 18,,,,,,,
2020-05-20 20,,,,,,,
2020-05-20 21,,,,,,,
2020-05-20 22,,,,,,,
2020-05-21 03,,,,,,,
2020-05-21 04,,,,,,,
2020-05-21 05,,,,,,,
2020-05-21 06,,,,,,,
2020-05-21 07,,,,,,,
2020-05-21 08,,,,,,,
2020-05-21 09,,,,,,,
2020-05-21 10,,,,,,,
2020-05-21 11,,,,,,,
2020-05-21 12,,,,,,,
2020-05-21 13,,,,,,,
2020-05-21 14,,,,,,,
2020-05-21 15,,,,,,,
2020-05-21 16,,,,,,,
2020-05-21 17,,,,,,,
2020-05-21 18,,,,,,,
2020-05-21 19,,,,,,,
2020-05-21 20,,,,,,,
2020-05-21 21,,,,,,,
2020-05-21 22,,,,,,,
2020-05-22 03,,,,,,,
2020-05-22 04,,,,,,,
2020-05-22 05,,,,,,,
2020-05-22 06,,,,,,,
2020-05-22 07,,,,,,,
2020-05-22 08,,,,,,,
2020-05-22 09,,,,,,,
2020-05-22 10,,,,,,,
2020-05-22 11,,,,,,,
2020-05-22 12,,,,,,,
2020-05-22 13,,,,,,,
2020-05-22 14,,,,,,,
2020-05-22 15,,,,,,,
2020-05-22 16,,,,,,,
2020-05-22 17,,,,,,,
2020-05-22 18,,,,,,,
2020-05-22 20,,,,,,,
2020-05-22 21,,,,,,,
2020-05-22 22,,,,,,,
2020-05-22 23,,,,,,,
2020-05-23 04,,,,,,,
2020-05-23 05,,,,,,,
2020-05-23 06,,,,,,,
2020-05-23 07,,,,,,,
2020-05-23 08,,,,,,,
2020-05-23 09,,,,,,,
2020-05-23 10,,,,,,,
2020-05-23 11,,,,,,,
2020-05-23 12,,,,,,,
2020-05-23 13,,,,,,,
2020-05-23 14,,,,,,,
2020-05-23 15,,,,,,,
2020-05-23 16,,,,,,,
2020-05-23 17,,,,,,,
2020-05-23 18,,,,,,,
2020-05-23 21,,,,,,,
2020-05-23 22,,,,,,,
2020-05-24 04,,,,,,,
2020-05-24 05,,,,,,,
2020-05-24 06,,,,,,,
2020-05-24 07,,,,,,,
2020-05-24 08,,,,,,,
2020-05-24 09,,,,,,,
2020-05-24 10,,,,,,,
2020-05-24 11,,,,,,,
2020-05-24 12,,,,,,,
2020-05-24 13,,,,,,,
2020-05-24 14,,,,,,,
2020-05-24 15,,,,,,,
2020-05-24 16,,,,,,,
2020-05-24 17,,,,,,,
2020-05-24 18,,,,,,,
2020-05-24 19,,,,,,,
2020-05-24 20,,,,,,,
2020-05-24 21,,,,,,,
2020-05-24 22,,,,,,,
2020-05-25 04,,,,,,,
2020-05-25 05,,,,,,,
2020-05-25 06,,,,,,,
2020-05-25 07,,,,,,,
2020-05-25 08,,,,,,,
2020-05-25 09,,,,,,,
2020-05-25 10,,,,,,,
2020-05-25 11,,,,,,,
2020-05-25 12,,,,,,,
2020-05-25 13,,,,,,,
2020-05-25 14,,,,,,,
2020-05-25 15,,,,,,,
2020-05-25 16,,,,,,,
2020-05-25 17,,,,,,,
2020-05-25 18,,,,,,,
2020-05-25 19,,,,,,,
2020-05-25 20,,,,,,,
2020-05-25 21,,,,,,,
2020-05-25 22,,,,,,,
2020-05-25 23,,,,,,,
2020-05-26 04,,,,,,,
2020-05-26 05,,,,,,,
2020-05-26 06,,,,,,,
2020-05-26 07,,,,,,,
2020-05-26 08,,,,,,,
2020-05-26 09,,,,,,,
2020-05-26 10,,,,,,,
2020-05-26 11,,,,,,,
2020-05-26 12,,,,,,,
2020-05-26 13,,,,,,,
2020-05-26 14,,,,,,,
2020-05-26 15,,,,,,,
2020-05-26 16,,,,,,,
2020-05-26 17,,,,,,,
2020-05-26 18,,,,,,,
2020-05-26 19,,,,,,,
2020-05-26 20,,,,,,,
2020-05-26 21,,,,,,,
2020-05-26 22,,,,,,,
2020-05-26 23,,,,,,,
2020-05-27 04,,,,,,,
2020-05-27 05,,,,,,,
2020-05-27 06,,,,,,,
2020-05-27 07,,,,,,,
2020-05-27 08,,,,,,,
2020-05-27 09,,,,,,,
2020-05-27 10,,,,,,,
2020-05-27 11,,,,,,,
2020-05-27 12,,,,,,,
2020-05-27 13,,,,,,,
2020-05-27 14,,,,,,,
2020-05-27 15,,,,,,,
2020-05-27 16,,,,,,,
2020-05-27 17,,,,,,,
2020-05-27 18,,,,,,,
2020-05-27 19,,,,,,,
2020-05-27 20,,,,,,,
2020-05-27 21,,,,,,,
2020-05-27 22,,,,,,,
2020-05-28 04,,,,,,,
2020-05-28 05,,,,,,,
2020-05-28 06,,,,,,,
2020-05-28 07,,,,,,,
2020-05-28 08,,,,,,,
2020-05-28 09,,,,,,,
2020-05-28 10,,,,,,,
2020-05-28 11,,,,,,,
2020-05-28 12,,,,,,,
2020-05-28 13,,,,,,,
2020-05-28 14,,,,,,,
2020-05-28 15,,,,,,,
2020-05-28 16,,,,,,,
2020-05-28 17,,,,,,,
2020-05-28 18,,,,,,,
2020-05-28 19,,,,,,,
2020-05-28 20,,,,,,,
2020-05-28 21,,,,,,,
2020-05-28 22,,,,,,,
2020-05-29 04,,,,,,,
2020-05-29 05,,,,,,,
2020-05-29 06,,,,,,,
2020-05-29 07,,,,,,,
2020-05-29 08,,,,,,,
2020-05-29 09,,,,,,,
2020-05-29 10,,,,,,,
2020-05-29 11,,,,,,,
2020-05-29 12,,,,,,,
2020-05-29 13,,,,,,,
2020-05-29 14,,,,,,,
2020-05-29 15,,,,,,,
2020-05-29 16,,,,,,,
2020-05-29 17,,,,,,,
2020-05-29 18,,,,,,,
2020-05-29 19,,,,,,,
2020-05-29 20,,,,,,,
2020-05-29 21,,,,,,,
2020-05-29 22,,,,,,,
2020-05-30 04,,,,,,,
2020-05-30 05,,,,,,,
2020-05-30 06,,,,,,,
2020-05-30 07,,,,,,,
2020-05-30 08,,,,,,,
2020-05-30 09,,,,,,,
2020-05-30 10,,,,,,,
2020-05-30 11,,,,,,,
2020-05-30 12,,,,,,,
2020-05-30 13,,,,,,,
2020-05-30 14,,,,,,,
2020-05-30 15,,,,,,,
2020-05-30 16,,,,,,,
2020-05-30 17,,,,,,,
2020-05-30 18,,,,,,,
2020-05-30 19,,,,,,,
2020-05-30 20,,,,,,,
2020-05-30 21,,,,,,,
2020-05-30 22,,,,,,,
2020-05-30 23,,,,,,,
2020-05-31 03,,,,,,,
2020-05-31 04,,,,,,,
2020-05-31 05,,,,,,,
2020-05-31 06,,,,,,,
2020-05-31 07,,,,,,,
2020-05-31 08,,,,,,,
2020-05-31 09,,,,,,,
2020-05-31 10,,,,,,,
2020-05-31 11,,,,,,,
2020-05-31 12,,,,,,,
2020-05-31 13,,,,,,,
2020-05-31 14,,,,,,,
2020-05-31 15,,,,,,,
2020-05-31 16,,,,,,,
2020-05-31 17,,,,,,,
2020-05-31 18,,,,,,,
2020-05-31 19,,,,,,,
2020-05-31 20,,,,,,,
2020-05-31 21,,,,,,,
2020-05-31 22,,,,,,,
2020-06-01 04,,,,,,,
2020-06-01 05,,,,,,,
2020-06-01 06,,,,,,,
2020-06-01 07,,,,,,,
2020-06-01 08,,,,,,,
2020-06-01 09,,,,,,,
2020-06-01 10,,,,,,,
2020-06-01 11,,,,,,,
2020-06-01 12,,,,,,,
2020-06-01 13,,,,,,,
2020-06-01 14,,,,,,,
2020-06-01 15,,,,,,,
2020-06-01 16,,,,,,,
2020-06-01 17,,,,,,,
2020-06-01 18,,,,,,,
2020-06-01 19,,,,,,,
2020-06-01 20,,,,,,,
2020-06-01 21,,,,,,,
2020-06-01 22,,,,,,,
2020-06-01 23,,,,,,,
2020-06-02 03,,,,,,,
2020-06-02 04,,,,,,,
2020-06-02 05,,,,,,,
2020-06-02 06,,,,,,,
2020-06-02 07,,,,,,,
2020-06-02 08,,,,,,,
2020-06-02 09,,,,,,,
2020-06-02 10,,,,,,,
2020-06-02 11,,,,,,,
2020-06-02 12,,,,,,,
2020-06-02 13,,,,,,,
2020-06-02 14,,,,,,,
2020-06-02 15,,,,,,,
2020-06-02 16,,,,,,,
2020-06-02 17,,,,,,,
2020-06-02 18,,,,,,,
2020-06-02 19,,,,,,,
2020-06-02 20,,,,,,,
2020-06-02 21,,,,,,,
2020-06-02 22,,,,,,,
2020-06-02 23,,,,,,,
2020-06-03 04,,,,,,,
2020-06-03 05,,,,,,,
2020-06-03 06,,,,,,,
2020-06-03 07,,,,,,,
2020-06-03 08,,,,,,,
2020-06-03 09,,,,,,,
2020-06-03 10,,,,,,,
2020-06-03 11,,,,,,,
2020-06-03 12,,,,,,,
2020-06-03 13,,,,,,,
2020-06-03 14,,,,,,,
2020-06-03 15,,,,,,,
